Subdivision,Year,Annual_Rainfall_mm
West Rajasthan,1992,425.800
West Rajasthan,1993,293.500
West Rajasthan,1994,415.400
West Rajasthan,1995,367.800
West Rajasthan,1996,307.800
West Rajasthan,1997,345.200
West Rajasthan,1998,279.600
West Rajasthan,1999,204.300
West Rajasthan,2000,235.400
West Rajasthan,2001,285.300
West Rajasthan,2002,92.200
West Rajasthan,2003,368.100
West Rajasthan,2004,196.800
West Rajasthan,2005,260.600
West Rajasthan,2006,361.300
West Rajasthan,2007,310.700
West Rajasthan,2008,324.100
West Rajasthan,2009,160.500
West Rajasthan,2010,473.300
West Rajasthan,2011,418.700
West Rajasthan,2012,327.300
West Rajasthan,2013,389.500
West Rajasthan,2014,302.400
West Rajasthan,2015,458.500
West Rajasthan,2016,347.000
West Rajasthan,2017,408.200
West Uttar Pradesh,1901,776.000
West Uttar Pradesh,1902,736.600
West Uttar Pradesh,1903,808.500
West Uttar Pradesh,1904,945.300
West Uttar Pradesh,1905,433.400
West Uttar Pradesh,1906,978.600
West Uttar Pradesh,1907,589.700
West Uttar Pradesh,1908,866.100
West Uttar Pradesh,1909,903.000
West Uttar Pradesh,1910,875.700
West Uttar Pradesh,1911,751.700
West Uttar Pradesh,1912,804.300
West Uttar Pradesh,1913,495.200
West Uttar Pradesh,1914,887.500
West Uttar Pradesh,1915,802.500
West Uttar Pradesh,1916,1114.200
West Uttar Pradesh,1917,1120.200
West Uttar Pradesh,1918,371.900
West Uttar Pradesh,1919,968.900
West Uttar Pradesh,1920,622.800
West Uttar Pradesh,1921,992.200
West Uttar Pradesh,1922,1000.800
West Uttar Pradesh,1923,902.200
West Uttar Pradesh,1924,1064.100
West Uttar Pradesh,1925,943.900
West Uttar Pradesh,1926,917.100
West Uttar Pradesh,1927,934.200
West Uttar Pradesh,1928,644.600
West Uttar Pradesh,1929,650.400
West Uttar Pradesh,1930,788.400
West Uttar Pradesh,1931,930.800
West Uttar Pradesh,1932,705.900
West Uttar Pradesh,1933,1035.500
West Uttar Pradesh,1934,897.700
West Uttar Pradesh,1935,784.700
West Uttar Pradesh,1936,1218.600
West Uttar Pradesh,1937,676.900
West Uttar Pradesh,1938,730.400
West Uttar Pradesh,1939,721.100
West Uttar Pradesh,1940,783.900
West Uttar Pradesh,1941,516.300
West Uttar Pradesh,1942,1088.200
West Uttar Pradesh,1943,850.400
West Uttar Pradesh,1944,770.400
West Uttar Pradesh,1945,966.000
West Uttar Pradesh,1946,896.800
West Uttar Pradesh,1947,809.000
West Uttar Pradesh,1948,1028.100
West Uttar Pradesh,1949,906.600
West Uttar Pradesh,1950,834.100
West Uttar Pradesh,1951,728.800
West Uttar Pradesh,1952,875.300
West Uttar Pradesh,1953,761.600
West Uttar Pradesh,1954,879.200
West Uttar Pradesh,1955,1060.900
West Uttar Pradesh,1956,1064.500
West Uttar Pradesh,1957,1005.200
West Uttar Pradesh,1958,1165.400
West Uttar Pradesh,1959,768.300
West Uttar Pradesh,1960,1129.600
West Uttar Pradesh,1961,1198.100
West Uttar Pradesh,1962,798.200
West Uttar Pradesh,1963,929.700
West Uttar Pradesh,1964,1002.000
West Uttar Pradesh,1965,673.600
West Uttar Pradesh,1966,756.100
West Uttar Pradesh,1967,1157.100
West Uttar Pradesh,1968,693.100
West Uttar Pradesh,1969,878.100
West Uttar Pradesh,1970,863.900
West Uttar Pradesh,1971,1002.900
West Uttar Pradesh,1972,585.100
West Uttar Pradesh,1973,806.000
West Uttar Pradesh,1974,668.900
West Uttar Pradesh,1975,989.400
West Uttar Pradesh,1976,653.000
West Uttar Pradesh,1977,994.400
West Uttar Pradesh,1978,1244.000
West Uttar Pradesh,1979,558.000
West Uttar Pradesh,1980,984.600
West Uttar Pradesh,1981,739.500
West Uttar Pradesh,1982,969.000
West Uttar Pradesh,1983,1191.700
West Uttar Pradesh,1984,781.200
West Uttar Pradesh,1985,957.200
West Uttar Pradesh,1986,715.300
West Uttar Pradesh,1987,466.900
West Uttar Pradesh,1988,1035.500
West Uttar Pradesh,1989,657.400
West Uttar Pradesh,1990,958.200
West Uttar Pradesh,1991,748.800
West Uttar Pradesh,1992,820.700
West Uttar Pradesh,1993,772.100
West Uttar Pradesh,1994,807.000
West Uttar Pradesh,1995,826.900
West Uttar Pradesh,1996,941.100
West Uttar Pradesh,1997,445.200
West Uttar Pradesh,1998,867.300
West Uttar Pradesh,1999,786.400
West Uttar Pradesh,2000,771.300
West Uttar Pradesh,2001,661.700
West Uttar Pradesh,2002,625.200
West Uttar Pradesh,2003,1047.400
West Uttar Pradesh,2004,642.400
West Uttar Pradesh,2005,725.600
West Uttar Pradesh,2006,529.200
West Uttar Pradesh,2007,572.500
West Uttar Pradesh,2008,799.600
West Uttar Pradesh,2009,549.200
West Uttar Pradesh,2010,820.600
West Uttar Pradesh,2011,777.300
West Uttar Pradesh,2012,389.600
West Uttar Pradesh,2013,932.700
West Uttar Pradesh,2014,486.800
West Uttar Pradesh,2015,582.800
West Uttar Pradesh,2016,693.000
West Uttar Pradesh,2017,585.300
